year,age,life_stage,zip_code,city,county,state,fed_income_tax_paid,fica_social_security_paid,fica_medicare_paid,fed_excise_tax_est,fed_other_fees,state_income_tax_paid,state_sales_tax_est,state_excise_tax_est,state_fees,local_income_wage_tax_paid,property_tax_paid,local_fees_fines,total_taxes_fees_paid,social_security_received,medicare_benefits_received,medicaid_benefits_received,chip_benefits_received,snap_received,wic_received,tanf_received,unemployment_insurance_received,ssi_ssdi_received,aca_premium_subsidy_received,eitc_refundable_received,child_tax_credit_refundable,pell_grant_received,fed_student_loan_subsidy_est,housing_assistance_received,va_benefits_received,other_direct_benefits,total_direct_benefits,k12_public_education_cost,public_university_state_subsidy,public_hospital_uncompensated,community_health_center,public_defender_cost,incarceration_cost,probation_parole_cost,foster_care_cost,public_transit_subsidy_est,other_direct_services,total_direct_services,defense_per_capita_share,veterans_affairs_per_capita,federal_law_enforcement_intel_share,diplomacy_foreign_affairs_share,fed_infrastructure_share,fed_public_health_share,fed_environment_share,fed_courts_share,fed_general_govt_share,fed_interest_on_debt_share,state_police_corrections_share,state_infrastructure_share,state_courts_share,state_public_health_share,state_parks_environment_share,state_general_govt_share,local_police_share,local_fire_ems_share,local_roads_share,local_water_sewer_share,local_parks_rec_share,local_library_share,local_general_govt_share,total_collective_allocated,total_govt_cost,net_fiscal_impact,cumulative_net_fiscal_impact,data_source_quality,notes
2026,38,working,,Harris,Harris County (Houston),TX,0,3224,754,416,0,0,1651,208,102,0,0,56,6411,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-77922,0,modeled,"Working family, benefits cliff; 4 fragments resolved"
2026,38,working,,Maricopa,Maricopa County (Phoenix),AZ,0,3224,754,416,0,1300,1439,208,102,0,0,56,7499,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-76834,0,modeled,"Working family, benefits cliff; 4 fragments resolved"
2026,38,working,,Dallas,Dallas County,TX,0,3224,754,416,0,0,1651,208,102,0,0,56,6411,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-77922,0,modeled,"Working family, benefits cliff; 4 fragments resolved"
2026,38,working,,Miami-Dade,Miami-Dade County,FL,0,3224,754,416,0,0,1585,208,102,0,0,56,6345,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-77988,0,modeled,"Working family, benefits cliff; 4 fragments resolved"
2026,38,working,,Fulton,Fulton County (Atlanta),GA,0,3224,754,416,0,2855,994,208,102,0,0,56,8609,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-75724,0,modeled,"Working family, benefits cliff; 4 fragments resolved"
2026,38,working,,King,King County (Seattle),WA,0,3224,754,416,0,0,1717,208,102,0,0,56,6477,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-77856,0,modeled,"Working family, benefits cliff; 4 fragments resolved"
2026,38,working,,Baltimore City,Baltimore City,MD,0,3224,754,416,0,2470,1503,208,102,1664,0,56,10397,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-73936,0,estimated,"Working family, benefits cliff; 13 fragments resolved"
2026,38,working,,District of Columbia,District of Columbia,DC,0,3224,754,416,0,3120,1482,208,102,0,0,56,9362,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-74971,0,modeled,"Working family, benefits cliff; 4 fragments resolved"
2026,38,working,,Bell,Bell County,KY,0,3224,754,416,0,2080,1516,208,102,0,0,56,8356,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-75977,0,modeled,"Working family, benefits cliff; 4 fragments resolved"
2026,38,working,,Mercer,Mercer County,WV,0,3224,754,416,0,2444,1504,208,102,0,0,56,8708,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-75625,0,modeled,"Working family, benefits cliff; 4 fragments resolved"
2026,38,working,,Hinds,Hinds County (Jackson),MS,0,3224,754,416,0,2444,1755,208,102,0,0,56,8959,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-75374,0,modeled,"Working family, benefits cliff; 4 fragments resolved"
2026,38,working,,Jefferson,Jefferson County (Birmingham),AL,0,3224,754,416,0,2080,1011,208,102,0,0,56,7851,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-76482,0,modeled,"Working family, benefits cliff; 4 fragments resolved"
2026,38,working,,Wayne,Wayne County (Detroit),MI,0,3224,754,416,0,2210,1512,208,102,1248,0,56,9730,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-74603,0,modeled,"Working family, benefits cliff; 4 fragments resolved"
2026,38,working,,Cuyahoga,Cuyahoga County (Cleveland),OH,0,3224,754,416,0,1820,1461,208,102,1040,0,56,9081,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-75252,0,modeled,"Working family, benefits cliff; 4 fragments resolved"
2026,38,working,,Essex,Essex County,NJ,0,3224,754,416,0,2730,1650,208,102,0,0,56,9140,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-75193,0,modeled,"Working family, benefits cliff; 4 fragments resolved"
2026,38,working,,Hudson,Hudson County,NJ,0,3224,754,416,0,2730,1650,208,102,0,0,56,9140,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-75193,0,modeled,"Working family, benefits cliff; 3 fragments resolved"
2026,38,working,,Middlesex,Middlesex County,NJ,0,3224,754,416,0,2730,1650,208,102,0,0,56,9140,0,0,0,10500,0,1800,0,0,0,6460,998,5100,0,0,0,0,0,24858,48000,0,0,950,0,0,0,0,0,0,48950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,84333,-75193,0,modeled,"Working family, benefits cliff; 3 fragments resolved"
