year,age,life_stage,zip_code,city,county,state,fed_income_tax_paid,fica_social_security_paid,fica_medicare_paid,fed_excise_tax_est,fed_other_fees,state_income_tax_paid,state_sales_tax_est,state_excise_tax_est,state_fees,local_income_wage_tax_paid,property_tax_paid,local_fees_fines,total_taxes_fees_paid,social_security_received,medicare_benefits_received,medicaid_benefits_received,chip_benefits_received,snap_received,wic_received,tanf_received,unemployment_insurance_received,ssi_ssdi_received,aca_premium_subsidy_received,eitc_refundable_received,child_tax_credit_refundable,pell_grant_received,fed_student_loan_subsidy_est,housing_assistance_received,va_benefits_received,other_direct_benefits,total_direct_benefits,k12_public_education_cost,public_university_state_subsidy,public_hospital_uncompensated,community_health_center,public_defender_cost,incarceration_cost,probation_parole_cost,foster_care_cost,public_transit_subsidy_est,other_direct_services,total_direct_services,defense_per_capita_share,veterans_affairs_per_capita,federal_law_enforcement_intel_share,diplomacy_foreign_affairs_share,fed_infrastructure_share,fed_public_health_share,fed_environment_share,fed_courts_share,fed_general_govt_share,fed_interest_on_debt_share,state_police_corrections_share,state_infrastructure_share,state_courts_share,state_public_health_share,state_parks_environment_share,state_general_govt_share,local_police_share,local_fire_ems_share,local_roads_share,local_water_sewer_share,local_parks_rec_share,local_library_share,local_general_govt_share,total_collective_allocated,total_govt_cost,net_fiscal_impact,cumulative_net_fiscal_impact,data_source_quality,notes
2026,34,working,,Cook,Cook County (Chicago),IL,0,1736,406,224,0,1386,1147,112,78,0,0,44,5133,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-63526,0,estimated,"Single dad, two kids, systems-heavy; 13 fragments resolved"
2026,34,working,,Harris,Harris County (Houston),TX,0,1736,406,224,0,0,1212,112,78,0,0,44,3812,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-64847,0,modeled,"Single dad, two kids, systems-heavy; 4 fragments resolved"
2026,34,working,,Maricopa,Maricopa County (Phoenix),AZ,0,1736,406,224,0,700,1057,112,78,0,0,44,4357,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-64302,0,modeled,"Single dad, two kids, systems-heavy; 4 fragments resolved"
2026,34,working,,Dallas,Dallas County,TX,0,1736,406,224,0,0,1212,112,78,0,0,44,3812,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-64847,0,modeled,"Single dad, two kids, systems-heavy; 4 fragments resolved"
2026,34,working,,Miami-Dade,Miami-Dade County,FL,0,1736,406,224,0,0,1164,112,78,0,0,44,3764,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-64895,0,modeled,"Single dad, two kids, systems-heavy; 4 fragments resolved"
2026,34,working,,Fulton,Fulton County (Atlanta),GA,0,1736,406,224,0,1537,730,112,78,0,0,44,4867,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-63792,0,modeled,"Single dad, two kids, systems-heavy; 4 fragments resolved"
2026,34,working,,King,King County (Seattle),WA,0,1736,406,224,0,0,1261,112,78,0,0,44,3861,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-64798,0,modeled,"Single dad, two kids, systems-heavy; 4 fragments resolved"
2026,34,working,,Baltimore City,Baltimore City,MD,0,1736,406,224,0,1330,1104,112,78,896,0,44,5930,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-62729,0,estimated,"Single dad, two kids, systems-heavy; 13 fragments resolved"
2026,34,working,,District of Columbia,District of Columbia,DC,0,1736,406,224,0,1680,1088,112,78,0,0,44,5368,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-63291,0,modeled,"Single dad, two kids, systems-heavy; 4 fragments resolved"
2026,34,working,,Bell,Bell County,KY,0,1736,406,224,0,1120,1113,112,78,0,0,44,4833,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-63826,0,modeled,"Single dad, two kids, systems-heavy; 4 fragments resolved"
2026,34,working,,Mercer,Mercer County,WV,0,1736,406,224,0,1316,1104,112,78,0,0,44,5020,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-63639,0,modeled,"Single dad, two kids, systems-heavy; 4 fragments resolved"
2026,34,working,,Hinds,Hinds County (Jackson),MS,0,1736,406,224,0,1316,1288,112,78,0,0,44,5204,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-63455,0,modeled,"Single dad, two kids, systems-heavy; 4 fragments resolved"
2026,34,working,,Jefferson,Jefferson County (Birmingham),AL,0,1736,406,224,0,1120,742,112,78,0,0,44,4462,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-64197,0,modeled,"Single dad, two kids, systems-heavy; 4 fragments resolved"
2026,34,working,,Wayne,Wayne County (Detroit),MI,0,1736,406,224,0,1190,1110,112,78,672,0,44,5572,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-63087,0,modeled,"Single dad, two kids, systems-heavy; 4 fragments resolved"
2026,34,working,,Cuyahoga,Cuyahoga County (Cleveland),OH,0,1736,406,224,0,980,1073,112,78,560,0,44,5213,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-63446,0,modeled,"Single dad, two kids, systems-heavy; 4 fragments resolved"
2026,34,working,,Essex,Essex County,NJ,0,1736,406,224,0,1470,1212,112,78,0,0,44,5282,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-63377,0,modeled,"Single dad, two kids, systems-heavy; 4 fragments resolved"
2026,34,working,,Hudson,Hudson County,NJ,0,1736,406,224,0,1470,1212,112,78,0,0,44,5282,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-63377,0,modeled,"Single dad, two kids, systems-heavy; 3 fragments resolved"
2026,34,working,,Middlesex,Middlesex County,NJ,0,1736,406,224,0,1470,1212,112,78,0,0,44,5282,0,0,13200,0,2472,900,0,0,0,0,5212,3400,0,0,0,0,0,25184,32000,0,0,950,0,0,0,0,0,0,32950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,68659,-63377,0,modeled,"Single dad, two kids, systems-heavy; 3 fragments resolved"
