year,age,life_stage,zip_code,city,county,state,fed_income_tax_paid,fica_social_security_paid,fica_medicare_paid,fed_excise_tax_est,fed_other_fees,state_income_tax_paid,state_sales_tax_est,state_excise_tax_est,state_fees,local_income_wage_tax_paid,property_tax_paid,local_fees_fines,total_taxes_fees_paid,social_security_received,medicare_benefits_received,medicaid_benefits_received,chip_benefits_received,snap_received,wic_received,tanf_received,unemployment_insurance_received,ssi_ssdi_received,aca_premium_subsidy_received,eitc_refundable_received,child_tax_credit_refundable,pell_grant_received,fed_student_loan_subsidy_est,housing_assistance_received,va_benefits_received,other_direct_benefits,total_direct_benefits,k12_public_education_cost,public_university_state_subsidy,public_hospital_uncompensated,community_health_center,public_defender_cost,incarceration_cost,probation_parole_cost,foster_care_cost,public_transit_subsidy_est,other_direct_services,total_direct_services,defense_per_capita_share,veterans_affairs_per_capita,federal_law_enforcement_intel_share,diplomacy_foreign_affairs_share,fed_infrastructure_share,fed_public_health_share,fed_environment_share,fed_courts_share,fed_general_govt_share,fed_interest_on_debt_share,state_police_corrections_share,state_infrastructure_share,state_courts_share,state_public_health_share,state_parks_environment_share,state_general_govt_share,local_police_share,local_fire_ems_share,local_roads_share,local_water_sewer_share,local_parks_rec_share,local_library_share,local_general_govt_share,total_collective_allocated,total_govt_cost,net_fiscal_impact,cumulative_net_fiscal_impact,data_source_quality,notes
2026,29,working,,Cook,Cook County (Chicago),IL,0,1364,319,176,0,1089,901,88,72,0,0,41,4050,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-40728,0,estimated,"Working poor, one child; 13 fragments resolved"
2026,29,working,,Harris,Harris County (Houston),TX,0,1364,319,176,0,0,952,88,72,0,0,41,3012,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-41766,0,modeled,"Working poor, one child; 4 fragments resolved"
2026,29,working,,Maricopa,Maricopa County (Phoenix),AZ,0,1364,319,176,0,550,830,88,72,0,0,41,3440,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-41338,0,modeled,"Working poor, one child; 4 fragments resolved"
2026,29,working,,Dallas,Dallas County,TX,0,1364,319,176,0,0,952,88,72,0,0,41,3012,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-41766,0,modeled,"Working poor, one child; 4 fragments resolved"
2026,29,working,,Miami-Dade,Miami-Dade County,FL,0,1364,319,176,0,0,914,88,72,0,0,41,2974,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-41804,0,modeled,"Working poor, one child; 4 fragments resolved"
2026,29,working,,Fulton,Fulton County (Atlanta),GA,0,1364,319,176,0,1208,573,88,72,0,0,41,3841,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-40937,0,modeled,"Working poor, one child; 4 fragments resolved"
2026,29,working,,King,King County (Seattle),WA,0,1364,319,176,0,0,990,88,72,0,0,41,3050,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-41728,0,modeled,"Working poor, one child; 4 fragments resolved"
2026,29,working,,Baltimore City,Baltimore City,MD,0,1364,319,176,0,1045,867,88,72,704,0,41,4676,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-40102,0,estimated,"Working poor, one child; 13 fragments resolved"
2026,29,working,,District of Columbia,District of Columbia,DC,0,1364,319,176,0,1320,855,88,72,0,0,41,4235,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-40543,0,modeled,"Working poor, one child; 4 fragments resolved"
2026,29,working,,Bell,Bell County,KY,0,1364,319,176,0,880,875,88,72,0,0,41,3815,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-40963,0,modeled,"Working poor, one child; 4 fragments resolved"
2026,29,working,,Mercer,Mercer County,WV,0,1364,319,176,0,1034,868,88,72,0,0,41,3962,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-40816,0,modeled,"Working poor, one child; 4 fragments resolved"
2026,29,working,,Hinds,Hinds County (Jackson),MS,0,1364,319,176,0,1034,1012,88,72,0,0,41,4106,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-40672,0,modeled,"Working poor, one child; 4 fragments resolved"
2026,29,working,,Jefferson,Jefferson County (Birmingham),AL,0,1364,319,176,0,880,583,88,72,0,0,41,3523,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-41255,0,modeled,"Working poor, one child; 4 fragments resolved"
2026,29,working,,Wayne,Wayne County (Detroit),MI,0,1364,319,176,0,935,872,88,72,528,0,41,4395,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-40383,0,modeled,"Working poor, one child; 4 fragments resolved"
2026,29,working,,Cuyahoga,Cuyahoga County (Cleveland),OH,0,1364,319,176,0,770,843,88,72,440,0,41,4113,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-40665,0,modeled,"Working poor, one child; 4 fragments resolved"
2026,29,working,,Essex,Essex County,NJ,0,1364,319,176,0,1155,952,88,72,0,0,41,4167,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-40611,0,modeled,"Working poor, one child; 4 fragments resolved"
2026,29,working,,Hudson,Hudson County,NJ,0,1364,319,176,0,1155,952,88,72,0,0,41,4167,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-40611,0,modeled,"Working poor, one child; 3 fragments resolved"
2026,29,working,,Middlesex,Middlesex County,NJ,0,1364,319,176,0,1155,952,88,72,0,0,41,4167,0,0,9700,0,1140,900,0,0,0,0,3863,1700,0,0,0,0,0,17303,16000,0,0,950,0,0,0,0,0,0,16950,2685,896,179,194,299,164,36,27,45,2687,350,420,140,280,90,250,480,280,310,260,155,48,250,10525,44778,-40611,0,modeled,"Working poor, one child; 3 fragments resolved"
